body_title,graph,senior_posts,junior_posts,source_files,num_source_files
Horserace Betting Levy Board,2011-09-30,3,11,{u'/data/hblb/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls': 14},1
Horserace Betting Levy Board,2012-03-31,3,11,{u'/data/hblb/2012-03-31/310312-HBLB-FINAL-v2.xls': 14},1
Human Fertilisation and Embryology Authority,2011-09-30,5,14,{u'/data/hfea/2011-09-30/2011-11-10-Senior-Staff-salaries-HFEA.xls': 19},1
Human Fertilisation and Embryology Authority,2012-03-31,5,13,{u'/data/hfea/2012-03-31/2012-03-31---Disclosure-Information---Senior-Staff--Junior-Staff-Payscales-as-at-31-March-2012-for-Cabinet---FINAL1.xls': 18},1
Human Fertilisation and Embryology Authority,2012-09-30,5,13,{u'/data/hfea/2012-09-30/2012-03-31--Disclosure-Information--Seni~taff-Payscales-as-at-30-September-2012-for-Cabinet-organogram.data.gov.uk-FINAL.xls': 18},1
Human Fertilisation and Embryology Authority,2013-03-31,5,11,{u'/data/hfea/2013-03-31/2013-05-23---HFEA-Organogram-as-at-6-April-2013---FINAL.xls': 16},1
Human Fertilisation and Embryology Authority,2014-03-31,6,12,{u'/data/hfea/2014-03-31/2014-03-31---Disclosure-Information--Senior-Staff-Payscales-as-at-31-March-2013-for-Cabinet-~-DRAFT.xls': 18},1
Human Fertilisation and Embryology Authority,2015-03-31,5,11,{u'/data/hfea/2015-03-31/2015-04-30---Disclosure-Information---Senior-Staff-Payscales-as-at-31-March-2015-for-Cabinet---FINAL.xls': 16},1
Human Tissue Authority,2011-03-31,5,15,{u'/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls': 20},1
Human Tissue Authority,2011-09-30,5,13,{u'/data/hta/2011-09-30/government-staff-and-salary-data-HTA-Sep-11.xls': 18},1
Human Tissue Authority,2012-03-31,5,13,{u'/data/hta/2012-03-31/Human-Tissue-Authority-310312.xls': 18},1
Human Tissue Authority,2012-09-30,5,14,{u'/data/hta/2012-09-30/300912-HTA-Organogram-V1.xls': 19},1
Human Tissue Authority,2013-03-31,1,18,{u'/data/hta/2013-03-31/060613-HTA-Organogram-V2.xls': 19},1
Human Tissue Authority,2015-03-31,5,5,{u'/data/hta/2015-03-31/HTA-Organogram-2015.xls': 10},1
Identity & Passport Service,2011-03-31,14,63,{u'/data/homeoffice/2011-03-31/government-staff-and-salary-data---March-2011---IPS.xls': 77},1
Identity & Passport Service,2011-09-30,14,70,{u'/data/homeoffice/2011-09-30/300911---Identity-and-Passport-Service---Organogram-Data---FINAL.xls': 84},1
Identity & Passport Service,2012-03-31,14,70,{u'/data/homeoffice/2012-03-31/310312-Identity-and-Passport-Service---Organogram-Data.xls': 84},1
Identity & Passport Service,2012-09-30,16,43,{u'/data/homeoffice/2012-09-30/300912-Identity-and-Passport-Service.xls': 59},1
Imperial War Museum,2011-09-30,3,148,{u'/data/iwm/2011-09-30/IWM---November-2011.xls': 151},1
Imperial War Museum,2012-03-31,3,157,{u'/data/iwm/2012-03-31/IWM-March-2012-FINAL.xls': 160},1
Independent Housing Ombudsman,2011-03-31,4,14,{u'/data/housing-ombudsman/2011-03-31/government-staff-and-salary-data-IHOL---March-2011-(2).xls': 17},1
Independent Housing Ombudsman,2011-09-30,3,16,{u'/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls': 19},1
Independent Housing Ombudsman,2012-09-30,3,17,{u'/data/housing-ombudsman/2012-09-30/government-staff-and-salary-data-FINAL-120930.xls': 20},1
Independent Living Fund,2011-03-31,3,57,{u'/data/ilf/2011-03-31/government-staff-and-salary-data-ILF---March-2011-v4.xls': 60},1
Independent Living Fund,2011-09-30,3,49,{u'/data/ilf/2011-09-30/government-staff-and-salary-data-ILF---30-September-2011.xls': 52},1
Independent Living Fund,2012-03-31,2,47,{u'/data/ilf/2012-03-31/31032012-Independent-Living-Fund.xls': 49},1
Independent Living Fund,2012-09-30,2,47,{u'/data/ilf/2012-09-30/Independent-Living-Fund-30-September-2012.xls': 49},1
Independent Living Fund,2013-09-30,2,52,{u'/data/ilf/2013-09-30/Independent-Living-Fund-300913.xls': 54},1
Independent Living Fund,2014-03-31,2,52,{u'/data/ilf/2014-03-31/government-staff-and-salary-data----March-2014---ILF.xls': 54},1
Independent Living Fund,2014-09-30,2,52,{u'/data/gsi/2014-09-30/Copy-of-government-staff-and-salary-data----September-2014---ILF.xls': 54},1
Independent Offices,2012-03-31,2,7,{u'/data/cabinet-office/2012-03-31/IO-FINAL-TEMPLATE-31-March-2012.xls': 9},1
Independent Offices,2012-09-30,2,12,{u'/data/indoffices/2012-09-30/IO-Sept-2012-FINAL-TEMPLATE.xls': 14},1
Independent Police Complaints Commission,2011-03-31,6,120,{u'/data/ipcc/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011-working.xls': 126},1
Independent Police Complaints Commission,2011-09-30,5,110,{u'/data/ipcc/2011-09-30/IPCC-Template-November-2011.xls': 115},1
Independent Police Complaints Commission,2012-03-31,5,109,{u'/data/ipcc/2012-03-31/IPCC-March-2012.xls': 114},1
Independent Police Complaints Commission,2012-09-30,5,109,{u'/data/ipcc/2012-09-30/300912-IPCC-staff-and-salary-data.xls': 114},1
Independent Police Complaints Commission,2013-09-30,8,141,{u'/data/ipcc/2013-09-30/IPCC-Staff-and-salary-data---September-2013-FINAL.xls': 149},1
Independent Police Complaints Commission,2014-03-31,6,166,{u'/data/ipcc/2014-03-31/IPCC-Staff-and-salary-data---March-2014-v3.xls': 172},1
Independent Police Complaints Commission,2014-09-30,8,188,{u'/data/ipcc/2014-09-30/IPCC-staff-and-salary-completed-template---September-2014---v2.xls': 196},1
Independent Police Complaints Commission,2015-03-31,3,65,{u'/data/ipcc/2015-03-31/20150331--Organogram-Data--IPCC-staff-and-salary-completed-template.xls': 68},1
Independent Safeguarding Authority,2011-03-31,3,51,{u'/data/isa/2011-03-31/Government-staff-and-salary-data-blank-template---March-2011v.02.2.xls': 54},1
Independent Safeguarding Authority,2011-09-30,3,51,{u'/data/isa/2011-09-30/Independent-Safeguarding-Authority-30092011.xls': 54},1
Independent Safeguarding Authority,2012-03-31,3,54,{u'/data/isa/2012-03-31/ISA-March-2012.xls': 57},1
Independent Safeguarding Authority,2012-09-30,3,55,{u'/data/isa/2012-09-30/Independent-Safeguarding-Authority-300912.xls': 58},1
Information Commissioner's Office,2011-03-31,6,91,{u'/data/ico/2011-03-31/ICO-upload-v2.4.xls': 97},1
Information Commissioner's Office,2011-09-30,6,91,{u'/data/justice/2011-09-30/300911-ICO-Organogram-(v0.1).xls': 97},1
Information Commissioner's Office,2012-03-31,5,87,{u'/data/justice/2012-03-31/ICO.xls': 92},1
Information Commissioner's Office,2012-09-30,5,87,{u'/data/justice/2012-09-30/ICO-Sep-2012.xls': 92},1
Infrastructure Planning Commission,2011-03-31,14,30,{u'/data/infrastructure/2011-03-31/110523_government-staff-and-salary-data-blank-template---March-2011.xls': 44},1
Infrastructure Planning Commission,2011-09-30,7,34,{u'/data/infrastructure/2011-09-30/110930_IPC_Organogram-staff-and-salary-data.xls': 41},1
Intellectual Property Office,2011-03-31,8,122,{u'/data/ipo/2011-03-31/IPO-government-staff-and-salary-template---March-2011.xls': 130},1
Intellectual Property Office,2011-09-30,8,127,{u'/data/ipo/2011-09-30/IPO-transparency-300911.xls': 135},1
Intellectual Property Office,2012-03-31,9,126,{u'/data/ipo/2012-03-31/IPO-290612-organogram-HL.xls': 135},1
Intellectual Property Office,2012-09-30,10,137,{u'/data/ipo/2012-09-30/300912-IPO-organogram.xls': 147},1
Intellectual Property Office,2013-03-31,9,152,{u'/data/ipo/2013-03-31/310313-IPO-Organogram.xls': 161},1
Joint Nature Conservation Committee,2011-03-31,1,55,{u'/data/jncc/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls': 56},1
Joint Nature Conservation Committee,2011-09-30,1,68,{u'/data/jncc/2011-09-30/JNCC-October-11-Template.xls': 69},1
Joint Nature Conservation Committee,2012-03-31,1,69,{u'/data/jncc/2012-03-31/310312_JNCC_Org.xls': 70},1
Joint Nature Conservation Committee,2012-09-30,1,72,{u'/data/jncc/2012-09-30/280912_JNCC_organogram.xls': 73},1
Joint Nature Conservation Committee,2014-03-31,1,98,{u'/data/jncc/2014-03-31/310314_jncc_organogram_FINAL.xls': 99},1
Joint Nature Conservation Committee,2014-09-30,1,98,{u'/data/jncc/2014-09-30/300914_jncc_organogram.xls': 99},1
Judicial Appointments Commission,2011-03-31,5,10,{u'/data/JAC/2011-03-31/JAC-upload-v2.2.xls': 15},1
Judicial Appointments Commission,2011-09-30,4,30,{u'/data/justice/2011-09-30/Judicial-Appointments-Commission-(JAC)-organogram-data-300911.xls': 34},1
Judicial Appointments Commission,2012-03-31,4,30,{u'/data/justice/2012-03-31/JAC.xls': 34},1
Judicial Appointments Commission,2012-09-30,4,30,{u'/data/justice/2012-09-30/JAC--2012.xls': 34},1
Judicial Appointments Commission,2013-03-31,4,30,{u'/data/justice/2013-03-31/JAC--310313.xls': 34},1
Judicial Appointments Commission,2013-09-30,3,30,{u'/data/justice/2013-09-30/JAC-Senior-and-Junio-Staff-Return-September-2013-FINAL.xls': 33},1
Judicial Appointments Commission,2014-09-30,3,29,{u'/data/justice/2014-09-30/JAC-September-return.xls': 32},1
Judicial Office,2011-09-30,5,36,{u'/data/justice/2011-09-30/Copy-of-Judicial-Office-Organogram-transparency-Sept-2011.xls': 41},1
Judicial Office,2012-03-31,5,33,{u'/data/justice/2012-03-31/Judicial-Office.xls': 38},1
Judicial Office,2012-09-30,5,33,{u'/data/justice/2012-09-30/Judicial-Office-2012.xls': 38},1
Judicial Office,2013-09-30,5,40,{u'/data/justice/2013-09-30/Transparency-return-Judicial-Office-FINAL.xls': 45},1
Judicial Office,2014-03-31,5,41,{u'/data/justice/2014-03-31/JO-March-14-Final-Return.xls': 46},1
Judicial Office,2014-09-30,5,38,{u'/data/justice/2014-09-30/JO-September-return.xls': 43},1
Land Registry,2011-03-31,25,89,{u'/data/landregistry/2011-03-31/Land-Registry-Organogram-31.03.2011.xls': 113},1
Land Registry,2011-09-30,24,94,{u'/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls': 118},1
Land Registry,2012-03-31,22,103,{u'/data/landregistry/2012-03-31/310312-Land-Registry-Organogram.xls': 125},1
Land Registry,2013-03-31,22,93,{u'/data/landregistry/2013-03-31/310313-Land-Registry-Organogram.xls': 115},1
Land Registry,2013-09-30,21,99,{u'/data/landregistry/2013-09-30/300913-Land-Registry-Organogram.xls': 120},1
Learning and Skills Improvement Service,2011-09-30,4,76,{u'/data/lsis/2011-09-30/310112-LSIS-Organogram.xls': 80},1
Learning and Skills Improvement Service,2012-03-31,4,76,{u'/data/lsis/2012-03-31/310312-LSIS-organogram.xls': 80},1
Learning and Skills Improvement Service,2012-09-30,5,70,{u'/data/lsis/2012-09-30/LSIS-300912-organogram.xls': 75},1
Leasehold Advisory Service,2011-03-31,1,2,{u'/data/lease-advice/2011-03-31/government-staff-and-salary-data-blank-template---March-2011.xls': 3},1
Leasehold Advisory Service,2011-09-30,1,2,{u'/data/lease-advice/2011-09-30/government-staff-and-salary-data-blank-template---October-2011.xls': 3},1
Leasehold Advisory Service,2012-09-30,1,2,{u'/data/lease-advice/2012-09-30/government-staff-and-salary-data-blank-template---September-2012-FINAL.xls': 3},1
Legal Aid Agency,2013-03-31,11,20,{u'/data/justice/2013-03-31/LAA---310313.xls': 31},1
Legal Services Board,2011-03-31,6,16,{u'/data/legalservicesboard/2011-03-31/LSB-upload-v2.2.xls': 22},1
Legal Services Board,2011-09-30,6,16,{u'/data/justice/2011-09-30/300911-LSB-Organogram-(v0.1).xls': 22},1
Legal Services Board,2012-03-31,5,14,{u'/data/justice/2012-03-31/LSB.xls': 19},1
Legal Services Board,2012-09-30,5,15,{u'/data/justice/2012-09-30/LSB-Sep-2012.xls': 20},1
Legal Services Board,2013-09-30,5,15,{u'/data/justice/2013-09-30/LSB-Organagram-FINAL-(Sept-2013).xls': 20},1
Legal Services Commission,2011-03-31,13,200,{u'/data/legalservices/2011-03-31/LSC-upload-v2.2.xls': 213},1
Legal Services Commission,2011-09-30,13,81,{u'/data/justice/2011-09-30/300911-government-staff-and-salary-data-LSC-Return-(final).xls': 94},1
Legal Services Commission,2012-03-31,12,88,{u'/data/justice/2012-03-31/LSC.xls': 100},1
Legal Services Commission,2012-09-30,14,114,{u'/data/justice/2012-09-30/LSC-Sep-2012.xls': 128},1
London Thames Gateway Development Corporation,2011-03-31,8,9,{u'/data/ltgdc/2011-03-31/Final---March-2011.xls': 17},1
London Thames Gateway Development Corporation,2011-09-30,6,8,{u'/data/ltgdc/2011-09-30/LTGDC-Government-staff-and-salary-data-template-October-2011.xls': 14},1
London Thames Gateway Development Corporation,2012-03-31,6,8,{u'/data/ltgdc/2012-03-31/310312-LTGDC-Organogram-Final.xls': 14},1
London Thames Gateway Development Corporation,2012-09-30,4,4,{u'/data/ltgdc/2012-09-30/300912-LTGDC-Organogram-Final.xls': 8},1
Marine Management Organisation,2011-03-31,4,28,{u'/data/marinemanagement/2011-03-31/MMO-staff-and-salary-data-2.xls': 32},1
Marine Management Organisation,2011-09-30,5,31,{u'/data/marinemanagement/2011-09-30/Salary-for-upload.xls': 36},1
Marine Management Organisation,2012-03-31,5,31,{u'/data/marinemanagement/2012-03-31/Salary-March-2012-FINAL.xls': 36},1
Marine Management Organisation,2012-09-30,5,30,{u'/data/marinemanagement/2012-09-30/Salary-September-2012-FINAL.xls': 35},1
Marine Management Organisation,2016-03-31,5,32,{u'/data/marinemanagement/2016-03-31/201602_MMO_staff_organogram.xls': 37},1
Maritime and Coastguard Agency,2011-03-31,4,82,{u'/data/dft/2011-03-31/Final-MCA-Transparency-Return-16-June-2011.xls': 86},1
Maritime and Coastguard Agency,2011-09-30,4,82,{u'/data/dft/2011-09-30/MCA-Transparency-Final-Return.xls': 86},1
Maritime and Coastguard Agency,2012-03-31,4,82,{u'/data/dft/2012-03-31/MCA-Transparency-Final-Return-31.03.12.xls': 86},1
Maritime and Coastguard Agency,2012-09-30,4,127,{u'/data/dft/2012-09-30/MCA-Final-Return-30.09.12.xls': 131},1
Maritime and Coastguard Agency,2013-03-31,4,122,{u'/data/dft/2013-03-31/MCA-Transparency-Final-Return-31.03.13.xls': 126},1
Maritime and Coastguard Agency,2014-03-31,4,122,{u'/data/dft/2014-03-31/300614-MCA--Organogram--ver-1.xls': 126},1
Maritime and Coastguard Agency,2015-03-31,4,123,{u'/data/dft/2015-03-31/310315-MCA-Organogram-ver-1.xls': 127},1
Medical Research Council,2011-03-31,42,307,{u'/data/headoffice/2011-03-31/MRC-organograms-upload-3.xls': 348},1
Medical Research Council,2011-09-30,41,307,{u'/data/headoffice/2011-09-30/MRC-Organograms-v0.4-upload.xls': 348},1
Medical Research Council,2013-09-30,31,223,{u'/data/headoffice/2013-09-30/MRC-Organograms-Sep13-v1.xls': 254},1
Medical Research Council,2016-03-31,26,229,{u'/data/headoffice/2016-03-31/MRC-Organograms-March-2016.xls': 255},1
Medicines and Healthcare products Regulatory Agency,2013-09-30,144,233,{u'/data/mhra/2013-09-30/Government-staff-and-salary-data-for-MHRA---September-2013-FINAL-v2.xls': 377},1
Medicines and Healthcare products Regulatory Agency,2016-03-31,136,193,{u'/data/mhra/2016-03-31/MHRA-Organogram-2016.xls': 329},1
Met Office,2011-03-31,10,228,{u'/data/metoffice/2011-03-31/Datasets-March-2011.xls': 238},1
Met Office,2011-09-30,10,229,{u'/data/metoffice/2011-09-30/Government-Staff-and-salary-Costs-Sep-2011.xls': 239},1
Met Office,2012-03-31,10,229,{u'/data/metoffice/2012-03-31/310312---MO---Senior-and-Junior-Datasets.xls': 239},1
Met Office,2012-09-30,9,224,{u'/data/metoffice/2012-09-30/300912-MO-Organogram.xls': 233},1
Ministry of Defence,2011-03-31,616,11421,{u'/data/defence/2011-03-31/20110526-Final-MOD-GTA-INPUT-TEMPLATE-U-reviewed-by-TNA.xls': 12031},1
Ministry of Defence,2011-03-31,616,11421,{u'/data/defence/2011-03-31/20110526-Final-MOD-GTA-INPUT-TEMPLATE-U-reviewed-by-TNA.xls': 12031},1
Ministry of Defence,2011-09-30,617,12714,"{u'/data/mod/2011-09-30/300911-MOD_DES_Organogram_Final-5-HL.xls': 4393, u'/data/mod/2011-09-30/20111208-CTLB-Organogram-Final7-U.xls': 2226, u'/data/mod/2011-09-30/20120119-Government-staff-and-salary-data-blank-template-DIO-Finalv3--U.xls': 658, u'/data/mod/2011-09-30/20111117-300911-Air-Cmd-Government-staff-and-salary-data.xls': 1448, u'/data/mod/2011-09-30/20111208-Land-Forces_Organogram_30Sep11_Ver4.0_Final-U.xls': 2836, u'/data/taz/2011-09-30/OrganogramFinalCopy.xls': 156, u'/data/mod/2011-09-30/20111116-New_PJHQ_staff_and_salary_data_Release3-U-4-.xls': 455, u'/data/mod/2011-09-30/Navy-Command-Organogram-at-30-Sep-11.xls': 1159}",8
Ministry of Defence,2012-03-31,597,7460,"{u'/data/mod/2012-03-31/Joint-Forces-Command-staff-data-260712-HL.xls': 1289, u'/data/mod/2012-03-31/Army_Organogram_30APR2012-U.xls': 1014, u'/data/mod/2012-03-31/Air-Command-staff-data-260712-HL.xls': 1308, u'/data/mod/2012-03-31/HO-and-CS-staff-data-060812-HL.xls': 1580, u'/data/mod/2012-03-31/DE-and-S-staff-data-260712-HL.xls': 1233, u'/data/mail/2012-03-31/020412DSTL.xls': 147, u'/data/mod/2012-03-31/Navy-Command-staff-data-260712-HL.xls': 814, u'/data/mod/2012-03-31/DIO-staff-data-250712-HL.xls': 673}",8
Ministry of Defence,2012-09-30,535,6453,"{u'/data/mod/2012-09-30/20121210-Sep_2012_Navy_Command_data-U.xls': 340, u'/data/mod/2012-09-30/20121214-JFC_Master_GTA_Rtn_Final-U.xls': 1237, u'/data/mod/2012-09-30/300912-Air-Govt-data-template-u.xls': 1305, u'/data/mod/2012-09-30/DES-080113-2.xls': 1076, u'/data/mod/2012-09-30/20121206-1700_GTA_Army_Org_Sept2012-U.xls': 1201, u'/data/mod/2012-09-30/20121220-SEP_2012_DIO_data_final-U.xls': 740, u'/data/mod/2012-09-30/20121213-HOCs-Transparency-return-Final-U.xls': 1089}",7
Ministry of Defence,2013-03-31,189,1493,"{u'/data/mod/2013-03-31/20130628-Army_GTA_Organogram_Apr2013_Final-U.xls': 763, u'/data/mod/2013-03-31/20130522-DIO_Organogram_April_13_-data-U.xls': 352, u'/data/mod/2013-03-31/300413-Air-Command.xls': 418, u'/data/mod/2013-03-31/20130313-DSTL_Organogram_Final.xls': 149}",4
Ministry of Defence,2013-09-30,599,4449,"{u'/data/mod/2013-09-30/20131021-DIO_Data_Organogram_Sept_2013-U.xls': 358, u'/data/mod/2013-09-30/20131202-DES_OCT_13_organogram_FINAL_U.xls': 706, u'/data/mod/2013-09-30/20140214-Army_GTA_Organogram_Sep2013_Final-U.xls': 760, u'/data/mod/2013-09-30/20131114-HOCS-Consolidated-September-2013-FINAL.xls': 1486, u'/data/dstl/2013-09-30/20130913-DSTL_Organogram_Final.xls': 147, u'/data/mod/2013-09-30/20131217-JFC-Transparency_Organogram_Return_September_2013-U.xls': 680, u'/data/mod/2013-09-30/20131002-NC-Govt-Transparency-Sept-2013_20140127_FINAL.xls': 498, u'/data/mod/2013-09-30/20131002-300913_Air_Govt_Data_Template-u.xls': 413}",8
Ministry of Defence,2014-03-31,518,3440,"{u'/data/mod/2014-03-31/20140620-HOCS-Consolidated-April-14-FINAL.xls': 1433, u'/data/mod/2014-03-31/20140603-DIO-Data-Organogram-Apr-2014-U.xls': 340, u'/data/mod/2014-03-31/20140618-Army_Data_Organogram_Apr2014_Final.xls': 652, u'/data/mod/2014-03-31/20140714-Navy-Cmd-Data-Organogram-Apr-14-U.xls': 467, u'/data/mod/2014-03-31/20140609-DES_Apr_14_organogram_FINAL_v1.xls': 645, u'/data/mod/2014-03-31/20140625-Air-Govt-Data-Oranogram-Apr14.xls': 421}",6
Ministry of Defence,2014-09-30,626,4580,"{u'/data/mod/2014-09-30/AirSalaryDataSpreadsheetAsAt30Sep2014.xls': 359, u'/data/dstl/2014-09-30/Copy-of-20140930--Final_ORGANOGRAM.xls': 131, u'/data/mod/2014-09-30/DESSalaryDataSpreadsheetAsAt30Sep2014.xls': 630, u'/data/mod/2014-09-30/NavySalaryDataSpreadsheetAsAt30Sep2014.xls': 501, u'/data/mod/2014-09-30/ArmySalaryDataSpreadsheetAsAt30Sep2014.xls': 653, u'/data/mod/2014-09-30/DIOSalaryDataSpreadsheetAsAt30Sep2014.xls': 44, u'/data/mod/2014-09-30/JFCSalaryDataSpreadsheetAsAt30Sep2014.xls': 865, u'/data/mod/2014-09-30/HOCSSalaryDataSpreadsheetAsAt30Sep2014.xls': 2026}",8
Ministry of Defence,2015-03-31,625,4651,"{u'/data/mod/2015-03-31/HOCSSalaryDataSpreadsheetAsAt1April2015.xls': 2068, u'/data/dstl/2015-03-31/20150930-Final_ORGANOGRAM.xls': 119, u'/data/mod/2015-03-31/ArmySalaryDataSpreadsheetAsAt1April2015.xls': 647, u'/data/mod/2015-03-31/DIOSalaryDataSpreadsheetAsAt1April2015.xls': 42, u'/data/mod/2015-03-31/DESSalaryDataSpreadsheetAsAt1April2015.xls': 628, u'/data/mod/2015-03-31/AirSalaryDataSpreadsheetAsAt1April2015.xls': 371, u'/data/mod/2015-03-31/NavySalaryDataSpreadsheetAsAt1April2015.xls': 508, u'/data/dstl/2015-03-31/20150331-Final_ORGANOGRAM.xls': 114, u'/data/mod/2015-03-31/JFCSalaryDataSpreadsheetAsAt1April2015.xls': 780}",9
Ministry of Defence,2015-09-30,652,4653,"{u'/data/mod/2015-09-30/AirSalaryDataSpreadsheetAsAt30Sep2015.xls': 363, u'/data/mod/2015-09-30/NAMSalaryDataSpreadsheetAsAt30Sep2015.xls': 32, u'/data/mod/2015-09-30/NavySalaryDataSpreadsheetAsAt30Sep2015.xls': 501, u'/data/mod/2015-09-30/HOCSSalaryDataSpreadsheetAsAt30Sep2015.xls': 2175, u'/data/mod/2015-09-30/JFCSalaryDataSpreadsheetAsAt30Sep2015.xls': 815, u'/data/mod/2015-09-30/DESSalaryDataSpreadsheetAsAt30Sep2015.xls': 621, u'/data/mod/2015-09-30/DIOSalaryDataSpreadsheetAsAt30Sep2015.xls': 42, u'/data/dstl/2015-09-30/20150930-Final_ORGANOGRAM.xls': 119, u'/data/mod/2015-09-30/ArmySalaryDataSpreadsheetAsAt30Sep2015.xls': 639}",9
Ministry of Defence,2016-03-31,705,6350,"{u'/data/mod/2016-03-31/HOCSSalaryDataSpreadsheetAsAt1Apr2016.xls': 3451, u'/data/mod/2016-03-31/JFCSalaryDataSpreadsheetAsAt1Apr2016.xls': 820, u'/data/mod/2016-03-31/SSROSalaryDataSpreadsheetAsAt1Apr2016.xls': 27, u'/data/mod/2016-03-31/NavySalaryDataSpreadsheetAsAt1Apr2016.xls': 543, u'/data/mod/2016-03-31/DIOSalaryDataSpreadsheetAsAt1Apr2016.xls': 344, u'/data/mod/2016-03-31/DESSalaryDataSpreadsheetAsAt1Apr2016.xls': 699, u'/data/dstl/2016-03-31/310316-DSTL-Organogram-ver1.xls': 133, u'/data/mod/2016-03-31/AirSalaryDataSpreadsheetAsAt1Apr2016.xls': 357, u'/data/nam/2016-03-31/National-Army-Museum-25.5.16.xls': 32, u'/data/mod/2016-03-31/ArmySalaryDataSpreadsheetAsAt1Apr2016.xls': 649}",10
Ministry of Justice,2011-03-31,170,781,{u'/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls': 943},1
Ministry of Justice,2011-03-31,170,781,{u'/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls': 943},1
Ministry of Justice,2011-09-30,131,624,{u'/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls': 756},1
Ministry of Justice,2012-03-31,130,649,{u'/data/justice/2012-03-31/Ministry-of-Justice.xls': 779},1
Ministry of Justice,2012-09-30,128,692,{u'/data/justice/2012-09-30/government-staff-and-salary-data-blank-template---Sept-2012-(Dec-final-wip).xls': 820},1
Ministry of Justice,2013-03-31,117,981,{u'/data/justice/2013-03-31/MOJ-2-government-staff-and-salary-data-blank-template---31032013-final.xls': 1098},1
Ministry of Justice,2013-09-30,136,1092,{u'/data/justice/2013-09-30/MOJ-2-government-staff-and-salary-data-September-2013-FINAL.xls': 1228},1
Ministry of Justice,2014-03-31,136,897,{u'/data/justice/2014-03-31/MoJ-SCS-Structure-and-Pay-Disclosure-March-2014-FINAL.xls': 1033},1
Ministry of Justice,2014-09-30,215,2674,{u'/data/justice/2014-09-30/SCS-Structure-and-Pay-disclosure-final.xls': 2889},1
Ministry of Justice,2015-03-31,181,4760,{u'/data/justice/2015-03-31/FINAL.xls': 4941},1
Ministry of Justice,2015-09-30,192,4429,{u'/data/justice/2015-09-30/September-SCS-Structure-and-Pay-Disclosure-Publicationxls.xls': 4621},1
Ministry of Justice,2016-03-31,222,4917,{u'/data/justice/2016-03-31/March-2016-SCS-Structure-and-Pay-Disclosure-FINAL.xls': 5139},1
Monitor,2011-03-31,9,26,{u'/data/monitor-nhsft/2011-03-31/government-staff-and-salary-data-blank-template---March-2011-Final.xls': 35},1
Monitor,2011-09-30,9,42,{u'/data/monitor-nhsft/2011-09-30/government-staff-and-salary-data-blank-template---October-2011.xls': 51},1
Monitor,2012-03-31,9,55,{u'/data/monitor-nhsft/2012-03-31/government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 64},1
Monitor,2012-09-30,10,67,{u'/data/monitor-nhsft/2012-09-30/government-staff-and-salary-data-blank-template---September-2012-FINAL.xls': 77},1
Monitor,2013-03-31,51,110,{u'/data/monitor/2013-03-31/government-staff-and-salary-data-Monitor-template---March-2013-(29022012).xls': 161},1
Monitor,2013-09-30,53,113,{u'/data/monitor/2013-09-30/Monitor-staff-and-salary-data---September-2013-FINAL.xls': 166},1
Museum of Science and Industry,2011-09-30,4,34,{u'/data/mosi/2011-09-30/government-staff-and-salary-data-template---September-2011-Final-upload.xls': 38},1
National Army Museum,2011-03-31,5,33,{u'/data/nam/2011-03-31/20110601-Final-government-staff-and-salary-data-blank-MOD-template-U-NAM.xls': 38},1
National Army Museum,2011-09-30,5,32,{u'/data/nam/2011-09-30/FINAL-government-staff-and-salary-data-blank-template---October-2011.xls': 37},1
National Army Museum,2012-03-31,5,32,{u'/data/nam/2012-03-31/government-staff-and-salary-data-NAM---March-2012-FINAL.xls': 37},1
National Army Museum,2014-03-31,5,29,{u'/data/nam/2014-03-31/National-Army-Museum-FINAL-2-31-March-2014.xls': 34},1
National Army Museum,2014-09-30,5,29,{u'/data/nam/2014-09-30/NAM-Organorgram-Sept-2014.xls': 34},1
National Army Museum,2015-03-31,5,29,{u'/data/nam/2015-03-31/NAM-Organorgram-31-March-2015.xls': 34},1
National College for Leadership of Schools and Children's Services,2011-03-31,22,163,{u'/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls': 184},1
National College for School Leadership,2011-09-30,22,152,{u'/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls': 174},1
National Fraud Authority,2011-09-30,4,41,{u'/data/homeoffice/2011-09-30/300911---National-Fraud-Agency---Organogram-Data---FINAL.xls': 45},1
National Fraud Authority,2012-03-31,4,42,{u'/data/homeoffice/2012-03-31/310312-National-Fraud-Authority-Organogram-Data.xls': 46},1
National Fraud Authority,2012-09-30,4,47,{u'/data/homeoffice/2012-09-30/300912-National-Fraud-Authority.xls': 51},1
